Plot,Time,Feeder Y/N,Direction,Transect,Meter,Invasive,Veg Type,Species,Height,Browse,Browse percentage,Bite count,Total stems,Family,,Notes
P3,2019,Y,N,1,28,Native,Vine,Muscadine,10,0,,,,Vitaceae,,
P3,2019,Y,N,1,29,Native,Vine,Muscadine,20,0,,,,Vitaceae,,
P3,2019,Y,N,1,30,Native,Vine,Muscadine,10,0,,,,Vitaceae,,
P3,2019,Y,N,1,31,Native,Vine,Muscadine,25,0,,,,Vitaceae,,
P3,2019,Y,N,1,32,Native,Vine,Muscadine,9,0,,,,Vitaceae,,
P3,2019,Y,N,1,33,Native,Vine,Muscadine,90,0,,,,Vitaceae,,
P3,2019,Y,N,1,34,Native,Vine,Muscadine,62,0,,,,Vitaceae,,
P3,2019,Y,N,1,35,Native,Vine,Virginia Creeper,4,0,,,,Vitaceae,,
P3,2019,Y,N,1,36,Native,Vine,Blackberry,70,0,,,,Rosaceae,,
P3,2019,Y,N,1,37,Native,Vine,Blackberry,18,0,,,,Rosaceae,,
P3,2019,Y,N,1,38,Native,Forb,Pokeweed,128,0,,,,Phytolaccaceae,,
P3,2019,Y,N,1,39,na,Bare Ground,Litter,0,0,,,,inanimate,,
P3,2019,Y,N,1,40,Native,Vine,Blackberry,20,0,,,,Rosaceae,,
P3,2019,Y,N,1,41,na,Bare Ground,Litter,0,0,,,,inanimate,,
P3,2019,Y,N,1,42,na,Bare Ground,Litter,0,0,,,,inanimate,,
P3,2019,Y,N,1,43,Native,Vine,Muscadine,20,0,,,,Vitaceae,,
P3,2019,Y,N,1,44,Native,Vine,Muscadine,13,0,,,,Vitaceae,,
P3,2019,Y,N,1,45,Native,Tree,Virginia Ash,41,0,,,,Oleaceae,,
P3,2019,Y,N,1,46,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2019,Y,N,1,47,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2019,Y,N,1,48,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2019,Y,N,1,49,na,Bare Ground,Litter,0,,,,,inanimate,,
P3,2019,Y,N,1,50,Native,Vine,Muscadine,16,,,,,Vitaceae,,
LV1,2019,Y,NE,1,1,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,2,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,3,Native,Vine,Blackberry,39,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,3,Native,Tree,Red Maple,145,0,,,,Aceraceae,,
LV1,2019,Y,NE,1,4,Native,Tree,Red Maple,138,0,,,,Aceraceae,,
LV1,2019,Y,NE,1,5,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,6,Native,Tree,Black Oak,150,0,,,,Fagaceae,,
LV1,2019,Y,NE,1,7,Native,Tree,Blackgum,45,0,,,,Nyssaceae,,
LV1,2019,Y,NE,1,8,Native,Vine,Trumpet Creeper,24,0,,,,Bignoniaceae,,
LV1,2019,Y,NE,1,8,Native,Tree,Blackgum,48,0,,,,Nyssaceae,,
LV1,2019,Y,NE,1,9,na,Grass,Grass 1,36,0,,,,Poaceae,,
LV1,2019,Y,NE,1,9,Native,Vine,Blackberry,15,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,10,na,Grass,Grass 1,15,0,,,,Poaceae,,
LV1,2019,Y,NE,1,11,na,Grass,Grass 1,62,0,,,,Poaceae,,
LV1,2019,Y,NE,1,12,Invasive,Forb,Brazilian Vervain,55,0,,,,Verbenas,,
LV1,2019,Y,NE,1,12,Native,Vine,Blackberry,52,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,13,na,Grass,Grass 1,17,0,,,,Poaceae,,
LV1,2019,Y,NE,1,13,Native,Tree,Water Oak,144,0,,,,Fagaceae,,
LV1,2019,Y,NE,1,14,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,15,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,16,Native,Tree,Sweetgum,150,0,,,,Hammamelidaceae,,
LV1,2019,Y,NE,1,17,Invasive,Vine,Japanese Honeysuckle,30,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,17,Native,Tree,Sweetgum,150,0,,,,Hammamelidaceae,,
LV1,2019,Y,NE,1,18,Native,Vine,Virginia Creeper,10,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,18,Native,Tree,Red Maple,120,0,,,,Aceraceae,,
LV1,2019,Y,NE,1,19,na,Bare Ground,Coarse Woody Debris,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,20,na,Bare Ground,Coarse Woody Debris,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,21,Native,Vine,Virginia Creeper,32,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,22,Native,Vine,Summer Grape,5,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,22,Invasive,Vine,Japanese Honeysuckle,9,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,23,Native,Vine,Muscadine,12,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,23,Native,Vine,Blackberry,67,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,24,Native,Vine,Muscadine,110,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,25,Native,Vine,Blackberry,70,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,25,Invasive,Vine,Japanese Honeysuckle,15,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,26,Native,Vine,Poison Ivy,10,0,,,,Anacardiaceae,,
LV1,2019,Y,NE,1,26,Native,Vine,Blackberry,75,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,27,Native,Vine,Blackberry,70,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,28,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,29,Native,Vine,Virginia Creeper,17,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,29,Native,Grass,Silver Plumegrass,50,0,,,,Poaceae,,
LV1,2019,Y,NE,1,30,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,31,Native,Tree,Loblolly Pine,44,0,,,,Pinaceae,,
LV1,2019,Y,NE,1,31,Invasive,Vine,Japanese Honeysuckle,71,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,31,Native,Forb,Goldenrod,75,0,,,,Asteraceae,,
LV1,2019,Y,NE,1,32,Native,Vine,Blackberry,74,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,33,Native,Grass,Silver Plumegrass,40,0,,,,Poaceae,,
LV1,2019,Y,NE,1,33,Native,Shrub,American Beautyberry,92,0,,,,Lamiaceae,,
LV1,2019,Y,NE,1,33,Native,Vine,Summer Grape,102,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,34,Invasive,Vine,Japanese Honeysuckle,11,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,34,Native,Vine,Blackberry,40,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,35,Native,Vine,Virginia Creeper,2,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,35,Native,Tree,Willow Oak,96,0,,,,Fagaceae,,
LV1,2019,Y,NE,1,35,Native,Tree,Blackgum,134,0,,,,Nyssaceae,,
LV1,2019,Y,NE,1,36,Native,Tree,Blackgum,129,0,,,,Nyssaceae,,
LV1,2019,Y,NE,1,37,Native,Vine,Blackberry,31,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,38,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,39,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,40,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,41,na,Grass,Grass 1,20,0,,,,Poaceae,,
LV1,2019,Y,NE,1,41,Native,Vine,Blackberry,27,0,,,,Rosaceae,,
LV1,2019,Y,NE,1,42,na,Grass,Grass 1,50,0,,,,Poaceae,,
LV1,2019,Y,NE,1,43,na,Grass,Grass 1,34,0,,,,Poaceae,,
LV1,2019,Y,NE,1,43,Native,Vine,Virginia Creeper,6,0,,,,Vitaceae,,
LV1,2019,Y,NE,1,44,Native,Tree,Willow Oak,72,0,,,,Fagaceae,,
LV1,2019,Y,NE,1,44,Invasive,Vine,Japanese Honeysuckle,6,0,,,,Caprifoliaceae,,
LV1,2019,Y,NE,1,45,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NE,1,46,Native,Tree,Water Oak,21,,,,,Fagaceae,,
LV1,2019,Y,NE,1,47,na,Bare Ground,Litter,0,,,,,inanimate,,
LV1,2019,Y,NE,1,48,na,Bare Ground,Litter,0,,,,,inanimate,,
LV1,2019,Y,NE,1,49,na,Bare Ground,Litter,0,,,,,inanimate,,
LV1,2019,Y,NE,1,50,na,Bare Ground,Litter,0,,,,,inanimate,,
LV1,2019,Y,SW,4,1,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,2,Native,Tree,Sweetgum,42,0,,,,Hammamelidaceae,,
LV1,2019,Y,SW,4,3,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,4,Native,Forb,Goldenrod,10,0,,,,Asteraceae,,
LV1,2019,Y,SW,4,4,Native,Forb,Common Boneset,42,0,,,,Asteraceae,,
LV1,2019,Y,SW,4,5,Native,Forb,Goldenrod,10,0,,,,Asteraceae,,
LV1,2019,Y,SW,4,5,Native,Vine,Poison Ivy,22,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,6,Native,Forb,Goldenrod,34,0,,,,Asteraceae,,
LV1,2019,Y,SW,4,6,Native,Vine,Blackberry,135,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,6,Native,Tree,Black Oak,119,0,,,,Fagaceae,,
LV1,2019,Y,SW,4,7,Native,Vine,Blackberry,42,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,8,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,9,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,10,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,11,Native,Vine,Blackberry,50,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,12,Invasive,Vine,Japanese Honeysuckle,13,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,13,Native,Vine,Blackberry,35,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,13,Native,Vine,Poison Ivy,48,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,13,Invasive,Vine,Japanese Honeysuckle,4,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,14,Invasive,Vine,Japanese Honeysuckle,4,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,15,Invasive,Vine,Japanese Honeysuckle,9,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,16,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,17,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,18,Native,Vine,Poison Ivy,26,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,19,Invasive,Vine,Japanese Honeysuckle,2,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,19,Native,Tree,Sweetgum,140,0,,,,Hammamelidaceae,,
LV1,2019,Y,SW,4,20,Native,Vine,Virginia Creeper,16,0,,,,Vitaceae,,
LV1,2019,Y,SW,4,20,Invasive,Vine,Japanese Honeysuckle,20,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,21,Invasive,Vine,Japanese Honeysuckle,15,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,21,Native,Vine,Blackberry,72,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,22,Invasive,Vine,Japanese Honeysuckle,4,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,23,Native,Vine,Poison Ivy,30,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,24,Invasive,Vine,Japanese Honeysuckle,32,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,24,Native,Vine,Poison Ivy,41,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,24,Native,Tree,Black Oak,93,0,,,,Fagaceae,,
LV1,2019,Y,SW,4,25,Invasive,Vine,Japanese Honeysuckle,10,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,25,Native,Forb,Goldenrod,50,0,,,,Asteraceae,,
LV1,2019,Y,SW,4,26,Native,Vine,Blackberry,9,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,26,Invasive,Vine,Japanese Honeysuckle,32,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,27,Invasive,Vine,Japanese Honeysuckle,2,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,28,Native,Forb,Winged Sumac,104,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,28,Invasive,Forb,Sericea Lespedeza,55,0,,,,Fabaceae,,
LV1,2019,Y,SW,4,28,Invasive,Vine,Japanese Honeysuckle,20,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,29,Invasive,Vine,Japanese Honeysuckle,30,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,30,Native,Vine,Muscadine,46,0,,,,Vitaceae,,
LV1,2019,Y,SW,4,31,Native,Vine,Muscadine,84,0,,,,Vitaceae,,
LV1,2019,Y,SW,4,31,Invasive,Vine,Japanese Honeysuckle,35,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,32,Invasive,Vine,Japanese Honeysuckle,11,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,32,Native,Vine,Blackberry,69,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,33,Invasive,Vine,Japanese Honeysuckle,19,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,33,Native,Tree,Red Maple,57,0,,,,Aceraceae,,
LV1,2019,Y,SW,4,34,Native,Tree,Sweetgum,41,0,,,,Hammamelidaceae,,
LV1,2019,Y,SW,4,35,Native,Vine,Blackberry,10,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,35,Invasive,Vine,Japanese Honeysuckle,46,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,36,Native,Vine,Blackberry,105,0,,,,Rosaceae,,
LV1,2019,Y,SW,4,37,Native,Tree,Winged Elm,110,0,,,,Ulmaceae,,
LV1,2019,Y,SW,4,38,Native,Vine,Summer Grape,49,0,,,,Vitaceae,,
LV1,2019,Y,SW,4,38,Invasive,Vine,Japanese Honeysuckle,32,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,38,Native,Tree,Winged Elm,95,0,,,,Ulmaceae,,
LV1,2019,Y,SW,4,38,Native,Tree,Willow Oak,107,0,,,,Fagaceae,,
LV1,2019,Y,SW,4,39,Invasive,Vine,Japanese Honeysuckle,6,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,40,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,41,Invasive,Vine,Japanese Honeysuckle,10,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,42,Invasive,Vine,Japanese Honeysuckle,31,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,43,Native,Vine,Poison Ivy,15,0,,,,Anacardiaceae,,
LV1,2019,Y,SW,4,44,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SW,4,45,Invasive,Vine,Japanese Honeysuckle,12,0,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,46,Invasive,Vine,Japanese Honeysuckle,64,,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,47,Invasive,Vine,Japanese Honeysuckle,17,,,,,Caprifoliaceae,,
LV1,2019,Y,SW,4,48,Native,Grass,Silver Plumegrass,52,,,,,Poaceae,,
LV1,2019,Y,SW,4,49,na,Bare Ground,Litter,0,,,,,inanimate,,
LV1,2019,Y,SW,4,50,Invasive,Vine,Japanese Honeysuckle,10,,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,1,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,2,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,3,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,4,Native,Vine,Blackberry,30,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,5,Native,Forb,Goldenrod,29,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,5,Native,Vine,Virginia Creeper,10,0,,,,Vitaceae,,
LV1,2019,Y,NW,3,6,Native,Vine,Blackberry,110,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,6,Native,Forb,Goldenrod,90,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,6,Native,Tree,Winged Elm,20,0,,,,Ulmaceae,,
LV1,2019,Y,NW,3,7,Native,Vine,Blackberry,85,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,8,Native,Vine,Smilax,29,0,,,,Smilacaceae,,
LV1,2019,Y,NW,3,8,Native,Vine,Blackberry,30,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,9,Native,Vine,Blackberry,58,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,9,Native,Tree,Black Oak,50,0,,,,Fagaceae,,
LV1,2019,Y,NW,3,10,Native,Vine,Muscadine,45,0,,,,Vitaceae,,
LV1,2019,Y,NW,3,11,Invasive,Vine,Japanese Honeysuckle,110,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,12,Native,Vine,Blackberry,70,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,13,Invasive,Vine,Japanese Honeysuckle,51,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,13,Native,Vine,Blackberry,52,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,14,Invasive,Vine,Japanese Honeysuckle,2,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,14,Native,Vine,Blackberry,110,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,15,Invasive,Vine,Japanese Honeysuckle,50,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,16,Native,Vine,Smilax,50,0,,,,Smilacaceae,,
LV1,2019,Y,NW,3,16,Native,Vine,Blackberry,30,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,17,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,18,Native,Forb,Goldenrod,20,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,19,Native,Vine,Blackberry,20,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,19,Invasive,Vine,Japanese Honeysuckle,5,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,20,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,21,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,22,Invasive,Shrub,Chinese Privet,62,0,,,,Oleaceae,,
LV1,2019,Y,NW,3,23,Native,Forb,Goldenrod,90,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,24,Native,Forb,Goldenrod,45,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,25,Invasive,Vine,Japanese Honeysuckle,8,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,26,Native,Vine,Blackberry,65,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,26,Native,Forb,Goldenrod,70,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,27,Native,Vine,Blackberry,25,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,28,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,29,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,30,Native,Grass,Spike Grass,35,0,,,,Poaceae,,
LV1,2019,Y,NW,3,31,Native,Tree,Green Ash,130,0,,,,Oleaceae,,
LV1,2019,Y,NW,3,31,Invasive,Vine,Japanese Honeysuckle,20,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,32,Native,Vine,Blackberry,60,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,33,Native,Forb,Elephants-Foot,25,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,34,Invasive,Vine,Japanese Honeysuckle,2,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,35,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,36,Native,Tree,Black Oak,147,0,,,,Fagaceae,,
LV1,2019,Y,NW,3,36,Invasive,Vine,Japanese Honeysuckle,127,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,37,Native,Vine,Blackberry,30,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,37,Invasive,Vine,Japanese Honeysuckle,32,0,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,38,Native,Forb,Winged Sumac,45,0,,,,Anacardiaceae,,
LV1,2019,Y,NW,3,39,Native,Vine,Blackberry,30,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,39,Native,Shrub,American Beautyberry,120,0,,,,Lamiaceae,,
LV1,2019,Y,NW,3,40,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,41,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,NW,3,42,Native,Vine,Blackberry,130,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,43,Native,Tree,Red Maple,111,0,,,,Aceraceae,,
LV1,2019,Y,NW,3,44,Native,Forb,Goldenrod,76,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,44,Native,Vine,Blackberry,68,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,45,Native,Forb,Goldenrod,72,0,,,,Asteraceae,,
LV1,2019,Y,NW,3,45,Native,Vine,Blackberry,61,0,,,,Rosaceae,,
LV1,2019,Y,NW,3,46,Native,Vine,Blackberry,47,,,,,Rosaceae,,
LV1,2019,Y,NW,3,47,Native,Vine,Blackberry,61,,,,,Rosaceae,,
LV1,2019,Y,NW,3,48,na,Grass,Grass 1,49,,,,,Poaceae,,
LV1,2019,Y,NW,3,48,Invasive,Vine,Japanese Honeysuckle,12,,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,49,Native,Grass,Sedge,25,,,,,Cyperaceae,,
LV1,2019,Y,NW,3,50,Invasive,Vine,Japanese Honeysuckle,26,,,,,Caprifoliaceae,,
LV1,2019,Y,NW,3,50,Native,Vine,Blackberry,18,,,,,Rosaceae,,
LV1,2019,Y,SE,2,1,na,Bare Ground,Bare Ground,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,2,Native,Vine,Blackberry,29,0,,,,Rosaceae,,
LV1,2019,Y,SE,2,2,Native,Tree,Black Oak,150,0,,,,Fagaceae,,
LV1,2019,Y,SE,2,3,Native,Tree,Black Oak,150,0,,,,Fagaceae,,
LV1,2019,Y,SE,2,3,Native,Vine,Trumpet Creeper,32,0,,,,Bignoniaceae,,
LV1,2019,Y,SE,2,3,Invasive,Vine,Japanese Honeysuckle,36,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,4,Native,Vine,Blackberry,38,0,,,,Rosaceae,,
LV1,2019,Y,SE,2,5,Native,Tree,Winged Elm,110,0,,,,Ulmaceae,,
LV1,2019,Y,SE,2,6,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,7,Native,Vine,Blackberry,46,0,,,,Rosaceae,,
LV1,2019,Y,SE,2,8,Invasive,Vine,Japanese Honeysuckle,5,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,8,Native,Vine,Virginia Creeper,9,0,,,,Vitaceae,,
LV1,2019,Y,SE,2,9,Invasive,Vine,Japanese Honeysuckle,10,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,9,Native,Tree,Water Oak,97,0,,,,Fagaceae,,
LV1,2019,Y,SE,2,10,Native,Grass,Silver Plumegrass,70,0,,,,Poaceae,,
LV1,2019,Y,SE,2,11,Invasive,Vine,Japanese Honeysuckle,2,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,11,Native,Grass,Silver Plumegrass,100,0,,,,Poaceae,,
LV1,2019,Y,SE,2,12,Native,Grass,Sedge,32,0,,,,Cyperaceae,,
LV1,2019,Y,SE,2,13,Native,Forb,Goldenrod,19,0,,,,Asteraceae,,
LV1,2019,Y,SE,2,13,na,Grass,Grass 1,47,0,,,,Poaceae,,
LV1,2019,Y,SE,2,14,na,Grass,Grass 1,39,0,,,,Poaceae,,
LV1,2019,Y,SE,2,14,Native,Grass,Silver Plumegrass,94,0,,,,Poaceae,,
LV1,2019,Y,SE,2,15,na,Grass,Grass 1,38,0,,,,Poaceae,,
LV1,2019,Y,SE,2,16,Native,Grass,Spike Grass,44,0,,,,Poaceae,,
LV1,2019,Y,SE,2,17,Native,Grass,Spike Grass,42,0,,,,Poaceae,,
LV1,2019,Y,SE,2,17,Native,Forb,Goldenrod,102,0,,,,Asteraceae,,
LV1,2019,Y,SE,2,18,Native,Forb,Burnweed,35,0,,,,Asteraceae,,
LV1,2019,Y,SE,2,19,Invasive,Vine,Japanese Honeysuckle,11,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,19,Native,Grass,Silver Plumegrass,31,0,,,,Poaceae,,
LV1,2019,Y,SE,2,20,Invasive,Vine,Japanese Honeysuckle,14,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,20,Native,Vine,Poison Ivy,17,0,,,,Anacardiaceae,,
LV1,2019,Y,SE,2,21,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,22,Native,Vine,Virginia Creeper,4,0,,,,Vitaceae,,
LV1,2019,Y,SE,2,22,Invasive,Vine,Japanese Honeysuckle,1,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,23,Invasive,Vine,Japanese Honeysuckle,10,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,23,Native,Tree,Sweetgum,131,0,,,,Hammamelidaceae,,
LV1,2019,Y,SE,2,24,Invasive,Vine,Japanese Honeysuckle,10,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,25,Invasive,Vine,Japanese Honeysuckle,12,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,26,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,27,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,28,Invasive,Vine,Japanese Honeysuckle,19,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,29,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,30,Native,Tree,Red Maple,70,0,,,,Aceraceae,,
LV1,2019,Y,SE,2,31,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,32,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,33,Invasive,Vine,Japanese Honeysuckle,15,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,34,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,35,na,Bare Ground,Litter,0,0,,,,inanimate,,
LV1,2019,Y,SE,2,36,Native,Tree,Winged Elm,150,0,,,,Ulmaceae,,
LV1,2019,Y,SE,2,36,Native,Vine,Blackberry,65,0,,,,Rosaceae,,
LV1,2019,Y,SE,2,37,Invasive,Vine,Japanese Honeysuckle,5,0,,,,Caprifoliaceae,,
LV1,2019,Y,SE,2,37,Native,Vine,Blackberry,66,0,,,,Rosaceae,,
LV1,2019,Y,SE,2,38,na,Bare Ground,Litter,0,0,,,,inanimate,,
