Plot,Feeder,Time,Invasive,Veg Type,Species,Height,Browse
WS8,Y,2019,Native,Grass,Sedge,2,
WS8,Y,2019,Native,Grass,Sedge,3,
WS8,Y,2019,Native,Grass,Sedge,2,
WS8,Y,2019,Invasive,Vine,Japanese Honeysuckle,6,
WS8,Y,2019,Invasive,Vine,Japanese Honeysuckle,12,
WS8,Y,2019,Invasive,Vine,Japanese Honeysuckle,17,X
WS8,Y,2019,Invasive,Vine,Japanese Honeysuckle,13,X
WS8,Y,2019,Native,Vine,Smilax,5,
WS8,Y,2019,Native,Vine,Virginia Creeper,4,
WS8,Y,2019,Native,Vine,Virginia Creeper,5,
WS8,Y,2019,Native,Vine,Poison Ivy,12,
WS8,Y,2019,Native,Vine,Poison Ivy,4,
WS8,N,2019,Native,Vine,Muscadine,28,
WS8,N,2019,Native,Vine,Muscadine,12,
WS8,N,2019,Native,Vine,Muscadine,10,
WS8,N,2019,Native,Vine,Muscadine,10,
WS8,N,2019,Native,Vine,Muscadine,11,
WS8,N,2019,Native,Tree,Red maple,29,
WS8,N,2019,Native,Vine,Poison Ivy,15,
WS8,N,2019,Native,Vine,Poison Ivy,8,
WS8,N,2019,Native,Vine,Virginia Creeper,8,
WS8,N,2019,Native,Vine,Virginia Creeper,7,
WS8,N,2019,Native,Vine,Virginia Creeper,8,
WS8,N,2019,Native,Vine,Virginia Creeper,5,
WS8,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
WS8,N,2019,Invasive,Vine,Japanese Honeysuckle,13,
WS8,N,2019,Native,Shrub,American Beautyberry,13,
WS8,N,2019,Native,Tree,Oak,11,
WS7,Y,2019,Native,Vine,Trumpet Creeper,4,
WS7,Y,2019,Native,Vine,Trumpet Creeper,12,X
WS7,Y,2019,Native,Vine,Trumpet Creeper,30,X
WS7,Y,2019,Native,Forb,Bushy Aster,17,X
WS7,Y,2019,Native,Forb,Bushy Aster,40,X
WS7,Y,2019,Native,Tree,Yellow Poplar,78,
WS7,Y,2019,Native,Vine,Blackberry,22,
WS7,Y,2019,Native,Vine,Blackberry,9,
WS7,Y,2019,Native,Vine,Blackberry,42,X
WS7,Y,2019,Native,Vine,Blackberry,6,X
WS7,Y,2019,Native,Vine,Poison Ivy,8,
WS7,Y,2019,Native,Vine,Poison Ivy,3,
WS7,Y,2019,Native,Forb,St. John's Wort,8,
WS7,Y,2019,Native,Grass,Dicahnthelium,4,
WS7,Y,2019,Native,Tree,Winged Elm,8,
WS7,Y,2019,Native,Tree,Winged Elm,9,
WS7,Y,2019,Native,Tree,Sugar Berry,12,
WS7,Y,2019,Native,Tree,Sugar Berry,11,
WS7,Y,2019,Native,Forb,Goldenrod,4,
WS7,Y,2019,Native,Forb,Goldenrod,4,
WS7,N,2019,Native,Tree,Green Ash,150,X
WS7,N,2019,Native,Vine,Peppervine,150,
WS7,N,2019,Native,Vine,Peppervine,80,
WS7,N,2019,Native,Vine,Peppervine,28,
WS7,N,2019,Native,Vine,Peppervine,75,
WS7,N,2019,Native,Forb,Spanish Needles,95,
WS7,N,2019,Native,Forb,Spanish Needles,110,
WS7,N,2019,Native,Forb,Spanish Needles,89,
WS7,N,2019,Native,Forb,Spanish Needles,36,
WS7,N,2019,Native,Forb,Spanish Needles,32,
WS7,N,2019,Native,Forb,Spanish Needles,26,
WS7,N,2019,Native,Forb,Spanish Needles,20,
WS7,N,2019,Native,Vine,Trumpet Creeper,20,
WS7,N,2019,Native,Vine,Trumpet Creeper,37,
WS7,N,2019,Native,Vine,Trumpet Creeper,24,
WS7,N,2019,Native,Vine,Trumpet Creeper,7,
WS7,N,2019,Native,Vine,Trumpet Creeper,15,
WS7,N,2019,Native,Vine,Trumpet Creeper,14,
WS7,N,2019,Native,Vine,Trumpet Creeper,66,X
WS7,N,2019,Native,Forb,Sharp Wing Monkey Flower,31,
WS7,N,2019,Native,Forb,Sharp Wing Monkey Flower,27,
WS7,N,2019,Native,Forb,Sharp Wing Monkey Flower,5,
WS7,N,2019,Native,Forb,Sharp Wing Monkey Flower,17,
WS7,N,2019,Native,Forb,False Nettle,32,
WS7,N,2019,Native,Forb,False Nettle,71,X
WS7,N,2019,Native,Vine,Blackberry,30,
WS6,Y,2019,Native,Vine,Peppervine,5,
WS6,Y,2019,Native,Vine,Peppervine,10,
WS6,Y,2019,Native,Vine,Peppervine,13,
WS6,Y,2019,Native,Vine,Peppervine,20,
WS6,Y,2019,Native,Vine,Peppervine,22,
WS6,Y,2019,Native,Forb,Spanish Needles,11,
WS6,Y,2019,Native,Vine,Crossvine,4,
WS6,Y,2019,Native,Forb,Morning Glory,8,
WS6,Y,2019,Native,Forb,Morning Glory,9,
WS6,Y,2019,Native,Forb,Water Purselane,5,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Forb,Water Purselane,1,
WS6,Y,2019,Native,Tree,Blackgum,5,
WS6,Y,2019,Native,Forb,False Nettle,30,
WS6,Y,2019,Native,Grass,Plume Grass,78,
WS6,Y,2019,Native,Vine,Buckwheat Vine,54,
WS6,N,2019,Native,Vine,Trumpet Creeper,74,
WS6,N,2019,Native,Vine,Trumpet Creeper,52,
WS6,N,2019,Native,Vine,Trumpet Creeper,54,
WS6,N,2019,Native,Vine,Trumpet Creeper,51,
WS6,N,2019,Native,Vine,Trumpet Creeper,12,
WS6,N,2019,Native,Vine,Trumpet Creeper,14,
WS6,N,2019,Native,Vine,Trumpet Creeper,19,X
WS6,N,2019,Native,Vine,Climbing Dogbane,43,
WS6,N,2019,Native,Forb,Spanish Needles,30,
WS6,N,2019,Native,Forb,Spanish Needles,38,
WS6,N,2019,Native,Forb,Spanish Needles,26,
WS6,N,2019,Native,Forb,Spanish Needles,34,
WS6,N,2019,Native,Grass,Plume Grass,76,
WS6,N,2019,Native,Grass,Plume Grass,55,
LV6,Y,2019,Invasive,Forb,Brazzilian Vervain,140,
LV6,Y,2019,Invasive,Forb,Brazzilian Vervain,95,
LV6,Y,2019,Invasive,Forb,Brazzilian Vervain,82,
LV6,Y,2019,Invasive,Forb,Brazzilian Vervain,66,
LV6,Y,2019,Invasive,Forb,Brazzilian Vervain,133,
LV6,Y,2019,Native,Forb,Goldenrod,90,
LV6,Y,2019,Native,Forb,Goldenrod,31,
LV6,Y,2019,Native,Forb,Goldenrod,72,
LV6,Y,2019,Native,Forb,Goldenrod,38,
LV6,Y,2019,Native,Forb,Goldenrod,64,
LV6,Y,2019,Native,Forb,Goldenrod,108,
LV6,Y,2019,Native,Forb,Goldenrod,81,
LV6,Y,2019,Native,Forb,Goldenrod,110,
LV6,Y,2019,Native,Forb,Goldenrod,22,
LV6,Y,2019,Native,Forb,Goldenrod,10,
LV6,Y,2019,Native,Forb,Goldenrod,89,X
LV6,Y,2019,Native,Forb,Goldenrod,101,X
LV6,Y,2019,Native,Forb,Goldenrod,84,X
LV6,Y,2019,Native,Forb,Goldenrod,65,X
LV6,Y,2019,Native,Vine,Blackberry,30,
LV6,Y,2019,Native,Vine,Blackberry,26,
LV6,Y,2019,Native,Vine,Blackberry,40,
LV6,Y,2019,Native,Vine,Blackberry,49,X
LV6,Y,2019,Native,Grass,Sedge,25,
LV6,Y,2019,Native,Grass,Sedge,15,
LV6,Y,2019,Native,Grass,Sedge,15,X
LV6,Y,2019,Native,Forb,Late Boneset,94,
LV6,Y,2019,Native,Forb,Late Boneset,85,
LV6,Y,2019,Native,Forb,Late Boneset,52,
LV6,Y,2019,Native,Grass,Dicahnthelium,4,
LV6,Y,2019,Native,Grass,Dicahnthelium,6,
LV6,Y,2019,Native,Grass,Dicahnthelium,4,
LV6,Y,2019,Native,Vine,Muscadine,9,
LV6,N,2019,Native,Vine,Blackberry,29,
LV6,N,2019,Native,Vine,Blackberry,22,
LV6,N,2019,Native,Vine,Blackberry,75,
LV6,N,2019,Native,Vine,Blackberry,63,
LV6,N,2019,Native,Vine,Partridge Pea,33,
LV6,N,2019,Native,Vine,Partridge Pea,26,
LV6,N,2019,Native,Vine,Partridge Pea,26,
LV6,N,2019,Native,Vine,Trumpet Creeper,19,
LV6,N,2019,Native,Vine,Trumpet Creeper,7,
LV6,N,2019,Native,Vine,Trumpet Creeper,9,
LV6,N,2019,Native,Vine,Dewberry,4,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,51,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,64,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,70,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,26,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,61,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,12,
LV6,N,2019,Native,Forb,Narrowleaf Sunflower,7,
LV6,N,2019,Native,Forb,Goldenrod,81,
LV6,N,2019,Native,Forb,Goldenrod,44,
LV6,N,2019,Native,Forb,Goldenrod,83,
LV6,N,2019,Native,Forb,Goldenrod,76,
LV6,N,2019,Native,Forb,Goldenrod,68,
LV6,N,2019,Native,Forb,Goldenrod,68,
LV6,N,2019,Native,Forb,Goldenrod,94,
LV6,N,2019,Native,Grass,Dicahnthelium,7,
LV6,N,2019,Native,Grass,Dicahnthelium,6,
LV6,N,2019,Native,Grass,Dicahnthelium,10,
LV6,N,2019,Native,Grass,Dicahnthelium,10,
LV6,N,2019,Native,Grass,Dicahnthelium,7,
LV6,N,2019,Native,Grass,Dicahnthelium,7,
LV6,N,2019,Native,Forb,3-Seed Mercury,9,
LV6,N,2019,Native,Tree,Loblolly Pine,52,
LV6,N,2019,Native,Tree,Loblolly Pine,49,
LV6,N,2019,Invasive,Forb,Sericea Lespedeza,60,
LV5,Y,2019,Native,Tree,Water Oak,150,
LV5,Y,2019,Native,Vine,Virginia Creeper,12,
LV5,Y,2019,Native,Vine,Virginia Creeper,9,
LV5,Y,2019,Native,Vine,Virginia Creeper,8,
LV5,Y,2019,Native,Vine,Virginia Creeper,10,
LV5,Y,2019,Native,Vine,Virginia Creeper,5,
LV5,Y,2019,Native,Forb,Burnweed,19,
LV5,Y,2019,Native,Forb,Desmodium,17,
LV5,Y,2019,Native,Vine,Climbing Dogbane,21,
LV5,Y,2019,Native,Vine,Climbing Dogbane,15,
LV5,Y,2019,Native,Vine,Climbing Dogbane,30,
LV5,Y,2019,Native,Vine,Poison Ivy,10,
LV5,Y,2019,Native,Vine,Poison Ivy,13,
LV5,Y,2019,Native,Vine,Poison Ivy,12,
LV5,Y,2019,Native,Vine,Poison Ivy,6,
LV5,Y,2019,Native,Forb,Unknown,7,
LV5,Y,2019,Native,Forb,St. John's Wort,5,
LV5,Y,2019,Native,Grass,Dicahnthelium,7,
LV5,N,2019,Native,Vine,Trumpet Creeper,50,
LV5,N,2019,Native,Vine,Trumpet Creeper,46,
LV5,N,2019,Native,Vine,Trumpet Creeper,38,
LV5,N,2019,Native,Vine,Trumpet Creeper,27,
LV5,N,2019,Native,Vine,Trumpet Creeper,15,
LV5,N,2019,Native,Vine,Trumpet Creeper,150,
LV5,N,2019,Native,Vine,Trumpet Creeper,55,X
LV5,N,2019,Native,Vine,Trumpet Creeper,50,X
LV5,N,2019,Native,Vine,Trumpet Creeper,52,X
LV5,N,2019,Native,Vine,Virginia Creeper,12,
LV5,N,2019,Native,Vine,Virginia Creeper,18,
LV5,N,2019,Native,Vine,Virginia Creeper,11,
LV5,N,2019,Native,Vine,Virginia Creeper,21,
LV5,N,2019,Native,Vine,Virginia Creeper,22,
LV5,N,2019,Native,Vine,Blackberry,6,
LV5,N,2019,Native,Vine,Blackberry,22,
LV5,N,2019,Native,Vine,Blackberry,9,
LV5,N,2019,Native,Vine,Blackberry,110,X
LV5,N,2019,Native,Vine,Blackberry,120,X
LV5,N,2019,Invasive,Vine,Japanese Honeysuckle,20,
LV5,N,2019,Invasive,Vine,Japanese Honeysuckle,7,
LV5,N,2019,Native,Vine,Poison Ivy,8,
WS4,Y,2019,Native,Vine,Muscadine,7,
WS4,Y,2019,Native,Vine,Muscadine,10,
WS4,Y,2019,Native,Vine,Muscadine,11,
WS4,Y,2019,Native,Vine,Muscadine,36,
WS4,Y,2019,Native,Vine,Muscadine,8,
WS4,Y,2019,Native,Vine,Muscadine,9,
WS4,Y,2019,Native,Vine,Climbing Dogbane,8,
WS4,Y,2019,Native,Vine,Climbing Dogbane,5,
WS4,Y,2019,Native,Tree,Mockernut Hickory,65,
WS4,Y,2019,Native,Vine,Poison Ivy,17,
WS4,N,2019,Native,Vine,Poison Ivy,40,
WS4,N,2019,Native,Vine,Poison Ivy,48,
WS4,N,2019,Native,Vine,Poison Ivy,34,
WS4,N,2019,Native,Vine,Poison Ivy,25,
WS4,N,2019,Native,Vine,Poison Ivy,41,
WS4,N,2019,Native,Vine,Poison Ivy,48,
WS4,N,2019,Native,Vine,Poison Ivy,10,
WS4,N,2019,Native,Vine,Poison Ivy,14,
WS4,N,2019,Native,Vine,Poison Ivy,12,
WS4,N,2019,Native,Vine,Poison Ivy,9,
WS4,N,2019,Native,Vine,Poison Ivy,34,
WS4,N,2019,Native,Vine,Poison Ivy,17,
WS4,N,2019,Native,Vine,Poison Ivy,18,
WS4,N,2019,Native,Vine,Poison Ivy,10,
WS4,N,2019,Native,Vine,Poison Ivy,17,
WS4,N,2019,Native,Vine,Poison Ivy,18,
WS4,N,2019,Native,Vine,Poison Ivy,28,
WS4,N,2019,Native,Vine,Poison Ivy,30,
WS4,N,2019,Invasive,Shrub,Chinese Privet,45,
WS4,N,2019,Native,Forb,Sicklepod,12,
WS4,N,2019,Native,Vine,Virginia Creeper,5,
WS4,N,2019,Native,Vine,Virginia Creeper,5,
WS4,N,2019,Native,Vine,Virginia Creeper,3,
WS4,N,2019,Native,Vine,Virginia Creeper,10,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,17,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,11,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,5,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,12,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,14,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,24,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,26,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,17,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,12,
WS4,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
WS4,N,2019,Native,Vine,Smilax,9,
P2,Y,2019,Native,Forb,Burnweed,21,
P2,Y,2019,Native,Forb,Burnweed,19,
P2,Y,2019,Native,Forb,Burnweed,20,
P2,Y,2019,Native,Forb,Burnweed,6,X
P2,Y,2019,Native,Vine,Virginia Creeper,5,
P2,Y,2019,Native,Tree,Red maple,8,
P2,Y,2019,Native,Forb,Desmodium,11,
P2,N,2019,Native,Tree,Winged Elm,42,
P2,N,2019,Native,Vine,Muscadine,23,
P2,N,2019,Native,Vine,Muscadine,20,
P2,N,2019,Native,Vine,Muscadine,25,
P2,N,2019,Native,Grass,Sedge,19,
P1,Y,2019,Native,Tree,Eastern Red Cedar,150,
P1,Y,2019,Invasive,Shrub,Chinese Privet,32,
P1,Y,2019,Native,Tree,Red maple,26,
P1,Y,2019,Native,Tree,Red maple,13,
P1,Y,2019,Native,Tree,Winged Elm,30,
P1,Y,2019,Native,Vine,Peppervine,19,
P1,Y,2019,Native,Vine,Peppervine,21,
P1,Y,2019,Invasive,Grass,Japan Grass,32,
P1,Y,2019,Native,Forb,Snakeroot,12,
P1,Y,2019,Native,Forb,Snakeroot,17,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,13,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,14,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,14,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,20,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,10,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,17,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,13,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,24,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,17,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,15,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,16,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,14,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,11,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,19,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,31,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,14,
P1,Y,2019,Invasive,Vine,Japanese Honeysuckle,7,
P1,Y,2019,Native,Grass,Sedge,21,
P1,Y,2019,Native,Grass,Sedge,17,
P1,Y,2019,Native,Grass,Sedge,15,
P1,Y,2019,Native,Forb,Nimble Will,11,
P1,Y,2019,Native,Forb,Nimble Will,12,
P1,Y,2019,Native,Forb,Nimble Will,9,
P1,Y,2019,Native,Forb,Nimble Will,6,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,Y,2019,Native,Moss,Moss,5,
P1,N,2019,Native,Shrub,American Beautyberry,90,
P1,N,2019,Native,Shrub,American Beautyberry,87,
P1,N,2019,Native,Shrub,American Beautyberry,94,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,83,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,37,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,14,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,9,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,18,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,24,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,5,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,15,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,17,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,13,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,9,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,34,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,76,
P1,N,2019,Invasive,Vine,Japanese Honeysuckle,25,
P1,N,2019,Native,Tree,Red maple,13,
P1,N,2019,Native,Tree,Red maple,11,
P1,N,2019,Native,Forb,Snakeroot,8,
P1,N,2019,Native,Grass,Sedge,16,
P1,N,2019,Native,Grass,Sedge,18,
P1,N,2019,Native,Grass,Sedge,23,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
